Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2020-09-03,13.940138727703744,14.229486143033702,13.781593835041235,13.864830017089844,78884600,0.0,0.0,0.0
2020-09-04,14.007522703340406,14.102650856861857,13.65079401764835,13.8212308883667,68682000,0.0,0.0,0.0
2020-09-08,13.55962985073596,13.623048113382659,13.167229823112834,13.31784725189209,98437600,0.0,0.0,0.0
2020-09-09,13.46846465106614,13.543773356835848,13.361446061597308,13.409010887145996,49955200,0.0,0.0,0.0
2020-09-10,13.448649071427502,13.464504016037715,12.89373810615597,12.917520523071289,74006600,0.0,0.0,0.0
2020-09-11,12.945265879008087,13.012648637382053,12.822392326685403,12.929410934448242,50794600,0.0,0.0,0.0
2020-09-14,12.965083247114013,13.14741056569273,12.873919587824654,13.028501510620117,38888400,0.0,0.0,0.0
2020-09-15,13.115700749791399,13.23460979180735,12.893736095887258,12.93337345123291,51220800,0.0,0.0,0.0
2020-09-16,13.048318986565807,13.62701232220673,12.937337407242357,13.452610969543457,71772200,0.0,0.0,0.0
2020-09-17,13.238575110080452,13.484320680528,13.107774097287187,13.472430229187012,44713400,0.0,0.0,0.0
2020-09-18,13.464502180367809,13.472429651592131,13.187046735558663,13.321810722351074,52812800,0.0,0.0,0.0
2020-09-21,12.99708445529813,13.029316030279404,12.662690317740884,12.880248069763184,61439200,0.272,0.0,0.0
2020-09-22,12.888306404913271,13.093778091797725,12.723123419692191,12.747296333312988,44697400,0.0,0.0,0.0
2020-09-23,12.795643202713121,12.843989030988897,12.155055214735945,12.171170234680176,52969200,0.0,0.0,0.0
2020-09-24,12.126853212311541,12.388728623011794,11.901237556617502,12.167141914367676,70487600,0.0,0.0,0.0
2020-09-25,12.042245269048246,12.251745877287675,11.965697590549318,12.159082412719727,55116800,0.0,0.0,0.0
2020-09-28,12.38067158883861,12.582114344667849,12.3645565679627,12.445133209228516,52752000,0.0,0.0,0.0
2020-09-29,12.408870539726863,12.437073164416905,11.981812212750295,12.102678298950195,47601800,0.0,0.0,0.0
2020-09-30,12.179227036259194,12.320237098225665,12.01001511558803,12.06641960144043,49149000,0.0,0.0,0.0
2020-10-01,11.933467011518296,11.985841780342694,11.62324503983605,11.695764541625977,56730400,0.0,0.0,0.0
2020-10-02,11.38151622961094,11.9092960590766,11.36137226047562,11.808574676513672,57410400,0.0,0.0,0.0
2020-10-05,11.913323309101475,12.171169765821054,11.885121448953154,12.16311264038086,63144400,0.0,0.0,0.0
2020-10-06,12.340382224780567,12.408872788841578,11.949583575987216,11.98181438446045,62223200,0.0,0.0,0.0
2020-10-07,12.050303458341698,12.183255622907879,11.913322347159209,12.15102481842041,42086000,0.0,0.0,0.0
2020-10-08,12.25174642398031,12.614343173840217,12.19534270710786,12.60628604888916,61126200,0.0,0.0,0.0
2020-10-09,12.71909251063229,12.751323313302448,12.384697644763293,12.404842376708984,51035800,0.0,0.0,0.0
2020-10-12,12.364556102609125,12.481392497002389,12.23563286668148,12.4370756149292,33369200,0.0,0.0,0.0
2020-10-13,12.437073214713017,12.509591944594687,12.207427880537395,12.243687629699707,50767600,0.0,0.0,0.0
2020-10-14,12.27189069604407,12.582112683489783,12.247717783700113,12.296064376831055,54488000,0.0,0.0,0.0
2020-10-15,12.086565349754274,12.449162156558277,11.977786077180134,12.445133209228516,40707800,0.0,0.0,0.0
2020-10-16,12.420959097100438,12.43707488486694,12.142967905672732,12.16311264038086,37423000,0.0,0.0,0.0
2020-10-19,12.20742894483238,12.26786237766704,11.893178782618635,11.905264854431152,50372000,0.0,0.0,0.0
2020-10-20,11.973753737005813,12.151023527069018,11.893177118571929,12.046273231506348,45980600,0.0,0.0,0.0
2020-10-21,11.977785358443255,12.04627592205309,11.812602370050673,11.816631317138672,49315200,0.0,0.0,0.0
2020-10-22,11.836775978611309,12.320238899333406,11.760228284777428,12.304123878479004,65648400,0.0,0.0,0.0
2020-10-23,12.36858266278898,12.44110139267065,12.090591508692246,12.243687629699707,49975400,0.0,0.0,0.0
2020-10-26,12.034189821684352,12.050304841556379,11.687708057340327,11.804544448852539,60802000,0.0,0.0,0.0
2020-10-27,11.792457357953301,11.796486304684237,11.623245437469036,11.651447296142578,43193600,0.0,0.0,0.0
2020-10-28,11.36539841776796,11.437917923263747,11.099494076578758,11.163955688476562,81098200,0.0,0.0,0.0
2020-10-29,11.018918559770233,11.542669401493761,10.8698505869112,11.506409645080566,74504200,0.0,0.0,0.0
2020-10-30,11.425832153095714,11.57892829328591,11.2928799789895,11.570870399475098,75799400,0.0,0.0,0.0
2020-11-02,11.727997633283788,12.122825255097021,11.510439085482739,11.965700149536133,83786200,0.0,0.0,0.0
2020-11-03,12.167139559002827,12.17519668309986,11.788427062496815,11.89720630645752,69755000,0.0,0.0,0.0
2020-11-04,11.913322448730469,12.19937151338318,11.591014401107834,11.913322448730469,87227400,0.0,0.0,0.0
2020-11-05,11.9294382353331,12.151024922018285,11.889149537269521,11.913322448730469,63591600,0.0,0.0,0.0
2020-11-06,11.913323020604887,12.090592839528306,11.607129976443721,11.655476570129395,66446400,0.0,0.0,0.0
2020-11-09,13.05348976450276,13.613500318543892,13.013200295612622,13.3193941116333,198713400,0.0,0.0,0.0
