Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
2025-02-14,65.31999969482422,65.44999694824219,64.62000274658203,64.68000030517578,12800,0.0,0.0,0.0
2025-02-18,65.30000305175781,65.30000305175781,64.80999755859375,64.9000015258789,9000,0.0,0.0,0.0
2025-02-19,65.52999877929688,65.52999877929688,64.66000366210938,64.94000244140625,7500,0.0,0.0,0.0
2025-02-20,65.0,65.38999938964844,64.83999633789062,64.91000366210938,7800,0.0,0.0,0.0
2025-02-21,64.25,64.30999755859375,63.40999984741211,63.40999984741211,8400,0.0,0.0,0.0
2025-02-24,63.560001373291016,63.61000061035156,63.0,63.470001220703125,15000,0.0,0.0,0.0
2025-02-25,63.33000183105469,63.38999938964844,61.869998931884766,62.09000015258789,18600,0.0,0.0,0.0
2025-02-26,61.56999969482422,61.68000030517578,61.11000061035156,61.400001525878906,11600,0.0,0.0,0.0
2025-02-27,62.11000061035156,62.779998779296875,61.90999984741211,62.70000076293945,11100,0.0,0.0,0.0
2025-02-28,62.08000183105469,62.5099983215332,61.79999923706055,62.5099983215332,19800,0.0,0.0,0.0
2025-03-03,62.54999923706055,62.54999923706055,60.95000076293945,61.38999938964844,34900,0.0,0.0,0.0
2025-03-04,61.0,61.560001373291016,60.2599983215332,61.349998474121094,22200,0.0,0.0,0.0
2025-03-05,59.599998474121094,59.86000061035156,58.720001220703125,59.810001373291016,34100,0.0,0.0,0.0
2025-03-06,59.5099983215332,59.75,58.54999923706055,58.65999984741211,19000,0.0,0.0,0.0
2025-03-07,59.7599983215332,60.20000076293945,58.7599983215332,58.970001220703125,15600,0.0,0.0,0.0
2025-03-10,59.119998931884766,59.20000076293945,58.540000915527344,58.560001373291016,9900,0.0,0.0,0.0
2025-03-11,59.400001525878906,59.61000061035156,58.900001525878906,59.13999938964844,7600,0.0,0.0,0.0
2025-03-12,59.630001068115234,60.349998474121094,59.61000061035156,60.290000915527344,10100,0.0,0.0,0.0
2025-03-13,60.06999969482422,60.36000061035156,59.59000015258789,59.650001525878906,29100,0.0,0.0,0.0
2025-03-14,59.68000030517578,60.20000076293945,59.650001525878906,60.20000076293945,3600,0.0,0.0,0.0
2025-03-17,60.90999984741211,61.25,60.869998931884766,61.13999938964844,13800,0.0,0.0,0.0
2025-03-18,61.77000045776367,61.77000045776367,60.58000183105469,60.810001373291016,23200,0.0,0.0,0.0
2025-03-19,60.88999938964844,61.099998474121094,60.709999084472656,60.849998474121094,5400,0.0,0.0,0.0
2025-03-20,60.470001220703125,61.61000061035156,60.279998779296875,61.560001373291016,7900,0.0,0.0,0.0
2025-03-21,61.13999938964844,61.72999954223633,61.06999969482422,61.560001373291016,31200,0.0,0.0,0.0
2025-03-24,61.54999923706055,62.04999923706055,61.45000076293945,61.970001220703125,17100,0.0,0.0,0.0
2025-03-25,62.27000045776367,62.400001525878906,61.81999969482422,62.099998474121094,8100,0.0,0.0,0.0
2025-03-26,62.630001068115234,63.060001373291016,62.630001068115234,62.77000045776367,12200,0.0,0.0,0.0
2025-03-27,62.70000076293945,63.220001220703125,62.52000045776367,63.040000915527344,7900,0.0,0.0,0.0
2025-03-28,63.2400016784668,63.2400016784668,62.779998779296875,62.779998779296875,5900,0.0,0.0,0.0
2025-03-31,63.060001373291016,64.37999725341797,62.939998626708984,64.25,15400,0.0,0.0,0.0
2025-04-01,64.51000213623047,64.7699966430664,64.37999725341797,64.61000061035156,176300,0.0,0.0,0.0
2025-04-02,64.66999816894531,65.45999908447266,64.41999816894531,65.44999694824219,19000,0.0,0.0,0.0
2025-04-03,60.61000061035156,60.959999084472656,60.099998474121094,60.540000915527344,25300,0.0,0.0,0.0
2025-04-04,57.439998626708984,58.290000915527344,56.63999938964844,58.189998626708984,56200,0.0,0.0,0.0
2025-04-07,56.91999816894531,58.93000030517578,56.5099983215332,56.880001068115234,92100,0.0,0.0,0.0
2025-04-08,57.380001068115234,57.439998626708984,54.97999954223633,55.290000915527344,34500,0.0,0.0,0.0
2025-04-09,53.970001220703125,57.45000076293945,52.79999923706055,57.20000076293945,79000,0.0,0.0,0.0
2025-04-10,55.15999984741211,55.38999938964844,54.540000915527344,55.38999938964844,51800,0.0,0.0,0.0
2025-04-11,55.060001373291016,56.439998626708984,54.810001373291016,56.380001068115234,25000,0.0,0.0,0.0
2025-04-14,57.189998626708984,57.189998626708984,56.36000061035156,56.900001525878906,18700,0.0,0.0,0.0
2025-04-15,56.88999938964844,57.2599983215332,56.81999969482422,57.029998779296875,5900,0.0,0.0,0.0
2025-04-16,57.34000015258789,57.63999938964844,57.2599983215332,57.58000183105469,12000,0.0,0.0,0.0
2025-04-17,58.06999969482422,59.060001373291016,57.9900016784668,58.709999084472656,12800,0.0,0.0,0.0
2025-04-21,57.93000030517578,58.33000183105469,57.63999938964844,58.31999969482422,26300,0.0,0.0,0.0
2025-04-22,58.75,59.36000061035156,58.720001220703125,58.88999938964844,8700,0.0,0.0,0.0
2025-04-23,58.75,58.75,58.060001373291016,58.45000076293945,21500,0.0,0.0,0.0
2025-04-24,58.88999938964844,59.18000030517578,58.68000030517578,59.18000030517578,13800,0.0,0.0,0.0
2025-04-25,59.06999969482422,59.689998626708984,59.06999969482422,59.65999984741211,7000,0.0,0.0,0.0
2025-04-28,59.59000015258789,59.720001220703125,58.939998626708984,59.099998474121094,6100,0.0,0.0,0.0
2025-04-29,58.310001373291016,58.310001373291016,57.869998931884766,57.869998931884766,6600,0.0,0.0,0.0
2025-04-30,57.70000076293945,57.900001525878906,56.689998626708984,56.91999816894531,13200,0.0,0.0,0.0
2025-05-01,57.349998474121094,58.11000061035156,57.040000915527344,57.79999923706055,49500,0.0,0.0,0.0
2025-05-02,57.65999984741211,57.65999984741211,56.650001525878906,57.209999084472656,39000,0.0,0.0,0.0
2025-05-05,56.75,57.2400016784668,56.18000030517578,57.130001068115234,15100,0.0,0.0,0.0
2025-05-06,58.459999084472656,58.7599983215332,58.18000030517578,58.36000061035156,22000,0.0,0.0,0.0
2025-05-07,57.95000076293945,57.95000076293945,57.119998931884766,57.220001220703125,8600,0.0,0.0,0.0
2025-05-08,57.88999938964844,59.060001373291016,57.88999938964844,59.060001373291016,13700,0.0,0.0,0.0
